"","X","year","name","cluster","avgScore"
"507",507,"1966","Nevada Smith",321,3.605873
"508",508,"1979","Saint Jack",359,2.979167
"509",509,"2004","The Volcano Disaster",41,2.475676
"510",510,"2004","Blue's Clues: Blue's Room: It's Hug Day",238,3.243094
"511",511,"2002","Avenging Angelo",145,2.776066
"512",512,"2000","Bubblegum Crisis: Hurricane Live!",360,2.833898
"513",513,"1995","Butterfly Kiss",361,2.081535
"514",514,"2000","Santana: Supernatural Live",243,3.813953
"515",515,"2005","Avia Vampire Hunter",129,1.282443
"516",516,"2001","Monsoon Wedding",362,3.781899
"517",517,"2001","Two Can Play That Game",49,3.481892
"518",518,"1969","The Prime of Miss Jean Brodie",186,3.806236
"519",519,"1979","From Mao to Mozart: Isaac Stern in China",187,3.730769
"520",520,"2004","E's Otherwise",363,3.859649
"521",521,"1927","Presenting Felix the Cat",364,2.687023
"522",522,"1999","Love Songs",365,3.288889
"523",523,"1969","My Side of the Mountain",174,3.030822
"524",524,"1999","Mumford",366,3.278089
"525",525,"1999","The Last Seduction II",367,2.021127
"526",526,"1994","Angie",224,2.919861
"527",527,"1985","Barbarian Queen",65,2.277778
"528",528,"2005","The Hitchhiker's Guide to the Galaxy",368,2.982475
"529",529,"1998","Summer of the Monkeys",369,3.362887
"530",530,"1987","Return to Horror High",370,2.432258
"531",531,"1996","You're Invited to Mary-Kate and Ashley's Vacation Parties",371,3.138614
"532",532,"1988","Young Einstein",372,3.284756
"533",533,"1991","Drop Dead Fred",373,3.116812
"534",534,"2000","With a Friend Like Harry",374,3.204991
"535",535,"1960","The Alamo",375,3.484574
"536",536,"2001","Sol Goode",81,2.820823
"537",537,"1991","Here is Greenwood",376,3.5
"538",538,"2003","A Crime of Passion",144,2.735
"539",539,"1987","Rumpole of the Bailey: Series 4",377,3.846491
"540",540,"2003","Ghosts of the Abyss: Bonus Material",378,3.395062
"541",541,"1998","King Cobra",308,2.50495
"542",542,"1997","The Blackout",379,1.883041
"543",543,"1999","Roughnecks: The Starship Troopers Chronicles: The Pluto Campaign",380,3.261125
"544",544,"1987","Maurice: Bonus Material",286,3.644737
"545",545,"2002","Bob the Builder: The Big Game",28,3.477745
"546",546,"2005","The Strip Game",52,2.612903
"547",547,"1992","Kuffs",381,3.197324
"548",548,"1991","Hudson Hawk",382,3.00562
"549",549,"1955","Rage at Dawn",383,2.647887
"550",550,"1995","First Knight",139,3.459674
"551",551,"1994","The Santa Clause",298,3.274956
"552",552,"1994","Radioland Murders",69,3.011096
"553",553,"1995","Rangeela",384,3.174576
"554",554,"1972","Solaris",385,3.244116
"555",555,"1996","Cadfael: A Morbid Taste for Bones",386,4.006737
"556",556,"1999","New Waterford Girl",387,2.96
"557",557,"1991","Liebestraum",388,2.532164
"558",558,"1994","Fantastic Four",389,3.272408
"559",559,"1940","Rebecca: Bonus Material",119,3.547826
"560",560,"2003","Star Trek: Enterprise: Season 3",129,4.192422
"561",561,"1963","High and Low",390,3.940711
"562",562,"2002","Bloody Mallory",75,2.376471
"563",563,"2001","Jimmy Neutron: Boy Genius",330,3.495998
"564",564,"1990","Predator 2",209,3.196047
"565",565,"2002","Tom Petty and the Heartbreakers: Live at the Olympic: The Last DJ",391,3.25
"566",566,"1996","Bullet",392,3.087227
"567",567,"2003","Dunsmore",366,2.8125
"568",568,"1999","Knights of Ramune",261,2.967033
"569",569,"1979","The In-Laws",88,3.48143
"570",570,"2000","The Visit",5,2.907692
"571",571,"1999","American Beauty",393,3.962955
"572",572,"1962","The Masque of the Red Death / The Premature Burial",254,3.242806
"573",573,"1983","Winners & Sinners",394,3.282178
"574",574,"1960","Strangers When We Meet",353,3.185185
"575",575,"1994","Highlander: Season 4",135,4.056613
"576",576,"2000","Popular: Season 2",395,3.838006
"577",577,"1961","The Twilight Zone: Vol. 36",326,4.189788
"578",578,"1963","The Terror",132,2.393939
"579",579,"1973","The Autobiography of Miss Jane Pittman",396,3.982776
"580",580,"1971","THX 1138: Special Edition",397,3.074689
"581",581,"1993","Black Jack: The Movie",398,3.309524
"582",582,"1986","Jo Jo Dancer,Your Life is Calling",399,3.010046
"583",583,"1959","Third Man on the Mountain",48,3.289474
"584",584,"1998","The Curve",400,3.060181
"585",585,"1995","My Family",401,3.8125
"586",586,"1995","Shanghai Triad",402,3.32038
"587",587,"1983","The Scarlet and the Black",93,3.76381
"588",588,"1990","Blue Planet: IMAX",403,3.44899
"589",589,"2000","Northanger Abbey",212,2.346284
"590",590,"2001","Michael McDonald: A Gathering of Friends",404,3.388571
"591",591,"2003","Particles of Truth",331,2.886275
"592",592,"1974","House of Whipcord",284,2
"593",593,"2000","Baby Genius: Mozart and Friends",338,2.725275
"594",594,"2002","By Hook or By Crook",117,2.565068
"595",595,"2001","Monarch of the Glen: Series 2",31,4.168218
"596",596,"1999","Alice in Wonderland (TV Version)",184,2.974717
"597",597,"1977","The Brady Bunch Variety Hour",48,2.450704
"598",598,"1973","Bobby Darin: Mack is Back",270,3.371429
"599",599,"1989","Sea of Love",405,3.502228
"600",600,"1966","What's Up,Tiger Lily?",367,3.214261
"601",601,"1992","The Smiths: The Complete Picture",368,3.319307
"602",602,"2000","Tokyo Raiders",406,2.812712
"603",603,"1997","Burn Up Excess: Vol. 1: To Serve and Protect",407,3.574307
"604",604,"2005","Walt Disney's Timeless Tales: Vol. 2",32,3.313043
"605",605,"2000","The Secrets of the Dead Sea Scrolls",138,2.898305
"606",606,"1968","Quatermass and the Pit",39,3.342482
"607",607,"1994","Speed",408,3.543596
"608",608,"1970","The Lickerish Quartet",409,2.432836
"609",609,"2002","Jimmy Neutron: Attack of the Twonkies",330,3.759843
"610",610,"1999","Offspring: Americana",410,2.533981
"611",611,"2004","Spooks & Creeps",75,2.034483
"612",612,"1946","Cloak and Dagger",411,3.055556
"613",613,"1965","The Dr. Who Collection",138,3.168111
"614",614,"1993","Bad Boy Bubby",386,3.084507
"615",615,"1999","An Ideal Husband",412,3.496374
"616",616,"1983","SCTV Network 90: Vol. 4",74,3.333333
"617",617,"2004","UFC: Ultimate Fighting Championship: Ultimate Knockouts 3",413,3.832274
"618",618,"1994","Totally F***ed Up",414,2.611268
"619",619,"1980","Doctor Who: The Leisure Hive",352,3.855513
"620",620,"2003","Hot Wheels: World Race",323,3.570571
"621",621,"1997","Armageddon",68,3.935545
"622",622,"1991","Talkin' Dirty After Dark",113,2.988201
"623",623,"1986","Dario Argento Collection: Vol. 2: Demons 2",121,3.042553
"624",624,"2004","My Mother Likes Women",415,3.257646
"625",625,"1999","Underground Comedy Movie",416,1.505942
"626",626,"1941","They Died with Their Boots On",417,3.656463
"627",627,"1971","Beware of a Holy Whore",121,2.947917
"628",628,"2003","Rescue Heroes: The Movie",276,3.509863
"629",629,"1984","Firestarter",139,3.572832
"630",630,"1977","Empire of the Ants",418,2.633745
"631",631,"2005","Unleashed",419,3.659808
"632",632,"1972","Shaft's Big Score!",359,2.977931
"633",633,"1993","Baazigar",223,3.211031
"634",634,"1989","Christmas with The Simpsons",261,4.156168
"635",635,"1971","The Fassbinder Collection: Pioneer in Ingolstadt",201,2.64539
"636",636,"1980","Stir Crazy",420,3.497975
"637",637,"2001","National Geographic: Inside American Power: Air Force One",421,3.503618
"638",638,"1985","The Last Dragon",149,3.538125
"639",639,"2002","Jim Brown: All-American",422,3.084211
"640",640,"1992","To Catch a Killer",49,3.140878
"641",641,"1968","Charly",292,3.654852
"642",642,"1990","Mystery Science Theater 3000: The Hellcats",196,3.723265
"643",643,"2002","Buying the Cow",159,3.145718
"644",644,"1994","Cheyenne Warrior",142,2.986441
"645",645,"2004","Dear Frankie",423,3.943438
"646",646,"1987","Matewan",424,3.872006
"647",647,"1960","Cinderfella",337,3.436496
"648",648,"2003","John Mayall & The Bluesbreakers and Friends: 70th Birthday Concert",161,3.497041
"649",649,"1999","Ricky Martin: The Ricky Martin Video Collection",60,3.0125
"650",650,"2002","Elvira's Haunted Hills",425,2.672811
"651",651,"1997","The Rainbow Fish / Dazzle the Dinosaur",417,2.929577
"652",652,"1996","Marvin's Room",426,3.318881
"653",653,"2000","American Tragedy",393,2.622222
"654",654,"1975","Return of the Chinese Boxer",134,2.564706
"655",655,"1965","Green Acres: Season 1",427,3.505562
"656",656,"2004","Veronica 2030",147,2.739496
"657",657,"1996","Highlander: Season 5",135,4.043365
"658",658,"1991","Robin Hood: Prince of Thieves",276,3.633206
"659",659,"1972","The Last House on the Left",274,2.748908
"660",660,"2000","Saving Grace",106,3.77871
"661",661,"2002","Who is Cletis Tout?",395,3.253372
"662",662,"1995","Rob Roy",428,3.589162
"663",663,"1999","La Femme Nikita: Season 3",159,4.171004
"664",664,"1997","Office Killer",429,2.335227
"665",665,"1976","Lipstick",430,2.686275
"666",666,"2000","The Man Who Came to Dinner",126,3.231884
"667",667,"1965","Gilligan's Island: Season 2",431,3.789328
"668",668,"2004","Saturday Night Live: The Best of Will Ferrell 2",243,3.871787
"669",669,"1986","Real Kung Fu of Shaolin",432,2.397436
"670",670,"2002","He Loves Me,He Loves Me Not",433,3.511879
"671",671,"1989","The Winter People",59,3.221053
"672",672,"1991","He Said,She Said",398,3.070474
"673",673,"1999","Fight Club: Bonus Material",34,3.821835
"674",674,"1988","Hellbound: Hellraiser II",344,3.384809
"675",675,"2004","Rugrats All Grown Up: O' Brother!",24,3.210227
"676",676,"1998","Mafia!",328,3.077086
"677",677,"2001","In the Mood for Love",434,3.741612
"678",678,"1965","Loves of a Blonde",131,3.330935
"679",679,"1990","R.E.M.: Pop Screen",288,3.057471
"680",680,"2000","Better Than Sex",93,2.963378
"681",681,"1986","Police Academy 3: Back in Training",385,3.492818
"682",682,"1998","The Mighty",326,3.745239
"683",683,"1951","Cavalry Charge",176,2.934307
"684",684,"1995","Visitors of the Night",435,2.609195
"685",685,"1999","Running Out of Time",436,3.393536
"686",686,"2000","Bedazzled",437,3.070509
"687",687,"2003","Peter Jennings Reports: The Kennedy Assassination: Beyond Conspiracy",244,3.037594
"688",688,"2003","The History Channel Presents: The Alamo",161,3.173913
"689",689,"1998","One True Thing",438,3.414013
"690",690,"2004","Baby Einstein: Baby Da Vinci",338,3.972856
"691",691,"1999","Angel's Dance",412,2.994652
"692",692,"1992","The Hand that Rocks the Cradle",439,3.51003
"693",693,"1996","The Quest",440,3.053249
"694",694,"2000","When Dinosaurs Roamed America",441,3.759217
"695",695,"2004","Koma",253,2.842424
"696",696,"1996","Last Man Standing",442,3.429997
"697",697,"2000","Caillou: Caillou's Treasure Hunt and Other Adventures",169,3.269608
"698",698,"1997","Daud",443,2.474359
"699",699,"2004","Mahoromatic: Automatic Maiden: Summer Special",444,3.83427
"700",700,"1997","Todd McFarlane's Spawn",165,3.610034
"701",701,"2002","Nine Lives",445,1.915094
"702",702,"1996","For the Moment",151,2.927885
"703",703,"2004","Japan: Memoirs of a Secret Empire",210,3.697917
"704",704,"1998","A Change of Heart",410,3.024845
"705",705,"1989","Major League",262,3.639735
"706",706,"1991","Mobsters",446,3.523449
"707",707,"2003","The Return",447,3.510629
"708",708,"2000","The Perfect Storm",448,3.387219
"709",709,"1998","Africans in America: America's Journey Through Slavery",201,3.739496
"710",710,"1993","Inspector Morse 9: The Last Enemy",449,4.15261
"711",711,"1994","Dolores Claiborne",446,3.61242
"712",712,"1998","Homicide: Life on the Street: Season 7",450,4.133033
"713",713,"1987","Cause Celebre",292,3.069231
"714",714,"1988","Whisper Kill",78,2.171053
"715",715,"1950","Film Noir Collection: D.O.A.",348,3.665996
"716",716,"1958","The Bravados",132,3.237624
"717",717,"2004","Testosterone",220,2.892101
"718",718,"2003","44 Minutes",451,3.323887
"719",719,"1997","City of Industry",452,2.996273
"720",720,"1989","Roger & Me",370,3.843339
"721",721,"1994","Royal Deceit",453,2.504451
"722",722,"2003","The Wire: Season 1",454,4.094157
"723",723,"1991","Curly Sue",455,2.992729
"724",724,"1992","Yu Yu Hakusho",456,4.40894
"725",725,"2004","Woman Thou Art Loosed",457,3.627957
"726",726,"1990","The Haunting of Morella",82,2.151515
"727",727,"1959","Carlton-Browne of the F.O.",444,2.712121
"728",728,"1977","Abigail's Party",458,2.955307
"729",729,"2000","Fast Food,Fast Women",459,2.419048
"730",730,"1988","Bagdad Cafe",386,3.839386
"731",731,"1997","Mr. Magoo",351,2.542973
"732",732,"2005","11:14",460,3.225895
"733",733,"1988","Dead Ringers",461,3.405487
"734",734,"1992","Indochine",462,3.828803
"735",735,"2003","Hillary & Tenzing: Climbing to the Roof of World",463,3.127551
"736",736,"2002","The Last Man",464,2.15655
"737",737,"2004","Great Pas de Deux",465,3.327103
"738",738,"1999","A Slipping Down Life",410,2.772496
"739",739,"2001","Treading Water",466,2.731183
"740",740,"1988","The House on Carroll Street",467,2.801587
"741",741,"1988","Ken Burns' America: The Congress",61,3.401442
"742",742,"2002","Sherlock: Case of Evil",468,2.84186
"743",743,"1994","Widows' Peak",469,3.198238
"744",744,"1998","Hot War",323,2.877358
"745",745,"1979","Fantasy Mission Force",470,2.267857
"746",746,"2001","Domestic Disturbance",471,3.525831
"747",747,"1996","Saber Marionette J",39,3.740385
"748",748,"2002","I Can Do Bad All By Myself",104,3.734314
"749",749,"1990","Ernest Goes to Jail",472,2.236302
"750",750,"2004","The Librarian: Quest for the Spear",473,3.522882
"751",751,"1998","Halloween: H2O",249,3.190416
"752",752,"1993","Star Trek: The Next Generation: Season 7",201,4.25715
"753",753,"1964","Mary Poppins: Bonus Material",295,3.974843
"754",754,"1984","The Lonely Guy",307,3.197225
"755",755,"1989","Music Box",449,3.498492
"756",756,"2000","The Best of MusikLaden: Classic Rock",355,2.546512
"757",757,"1984","Sherlock Hound",474,3.121951
"758",758,"2004","Mean Girls",401,3.514684
"759",759,"2001","Fifteen Minutes",475,3.198742
"760",760,"2005","Pooh's Heffalump Movie",476,3.862503
"761",761,"2000","O Fantasma",477,2.664059
"762",762,"2004","End of the Century: The Story of the Ramones",352,3.983592
"763",763,"1972","The Poseidon Adventure",15,3.490211
"764",764,"1983","Scarface: 20th Anniversary Edition: Bonus Material",391,3.743827
"765",765,"1994","Grief",73,2.518519
"766",766,"1959","A Hole in the Head",478,3.0675
"767",767,"2001","Edges of the Lord",479,3.237942
"768",768,"1995","The Star Maker",468,3.288372
"769",769,"1958","The Crawling Eye",448,3.247706
"770",770,"1996","A Perfect Candidate",358,3.161677
"771",771,"1999","Man in the Iron Mask",480,3.120419
"772",772,"1998","Gloria Estefan: Don't Stop!",481,2.656716
"773",773,"2001","He Died with a Felafel in His Hand",482,2.916509
"774",774,"2003","Foyle's War: Set 2",483,4.247251
"775",775,"1999","Man Ray: Prophet of the Avant Garde",196,3.553684
"776",776,"1953","Dr. Seuss's The 5,000 Fingers of Dr. T",484,2.977595
"777",777,"1944","Sherlock Holmes and the Spider Woman",474,3.78125
"778",778,"2003","A Touch of Frost: Seasons 7 & 8",228,3.904762
"779",779,"2000","Loving Jezebel",84,2.517647
"780",780,"2003","Churchill",292,3.827763
"781",781,"2004","Care Bears: Journey to Joke-a-Lot",208,3.586777
"782",782,"1998","Soldier of Fortune",243,2.467391
"783",783,"2001","For Love or Country",117,3.364627
"784",784,"1995","The Outer Limits: The New Series: Aliens Among Us",241,3.520179
"785",785,"1981","American Pop",393,3.157068
"786",786,"1966","Tokyo Drifter",301,3.368526
"787",787,"1972","La Vallee",35,2.455696
"788",788,"1994","Clerks",485,3.764224
"789",789,"1991","Boyz N the Hood",486,3.793762
"790",790,"2000","A Single Girl",412,2.806094
"791",791,"2000","Don Henley: Live Inside Job",114,3.524675
"792",792,"2004","Unsolved History: Salem Witch Trials",203,2.855932
"793",793,"2004","By Brakhage: An Anthology",487,3.492754
"794",794,"1992","A Stranger Among Us",488,3.117942
"795",795,"1997","Landmarks of Early Film",489,3.149758
"796",796,"1976","Rabid",69,2.94382
"797",797,"1959","Look Back in Anger",27,3.088328
"798",798,"1975","Jaws",490,3.886148
"799",799,"2003","Teen Titans: Season 1",175,4.064604
"800",800,"1971","Dracula Vs. Frankenstein",185,2.385621
"801",801,"2001","We Know Where You Live. Live!",476,2.643312
"802",802,"1928","Spies",239,3.35
"803",803,"2001","Soul Assassin",491,2.363128
"804",804,"1944","Sherlock Holmes: The Scarlet Claw",13,3.848185
"805",805,"1968","Dark Shadows: Vol. 11",327,3.792388
"806",806,"1960","Eyes Without a Face",492,3.489858
"807",807,"1959","The Mouse That Roared",447,3.587343
"808",808,"1998","Dead Man on Campus",314,3.238407
"809",809,"2002","Left Behind II: Tribulation Force",83,3.546729
"810",810,"1958","The Matchmaker",493,2.961538
"811",811,"1992","The Lawnmower Man",165,2.977601
"812",812,"2001","The Saddle Club: Horse Crazy",379,3.216667
"813",813,"2000","On Cukor",63,3.28777
"814",814,"2000","Ruin Explorers",366,3.399527
"815",815,"1959","Tiger Bay",494,3.140426
"816",816,"2001","Marlene Dietrich: Her Own Song",495,3.545455
"817",817,"1980","My Bodyguard",496,3.547237
"818",818,"1976","Logan's Run",315,3.473603
"819",819,"1998","The Faculty",379,3.13798
"820",820,"2005","Predator Island",209,1.954545
"821",821,"1972","Slaughter",497,2.70339
"822",822,"2001","Star Trek: Enterprise: Season 1",129,4.071599
"823",823,"1988","Sleepaway Camp II: Unhappy Campers",498,3.152174
"824",824,"1977","A Piece of the Action",358,3.780043
"825",825,"1983","Bill Cosby: Himself",499,4.107639
"826",826,"1998","Goosebumps: Cry of the Cat",378,3.140351
"827",827,"1994","C'est La Vie,Mon Cheri",485,2.964072
"828",828,"1991","Atlantis",500,3.004673
"829",829,"1995","Serial Mom",229,3.188111
"830",830,"1994","Return to a Better Tomorrow",354,2.870229
"831",831,"1987","Mannequin",223,3.202158
"832",832,"2003","Tupac: Resurrection",501,3.781981
"833",833,"1996","White Squall",78,3.517221
"834",834,"1999","Niagara: Miracles,Myths & Magic: IMAX",502,2.728997
"835",835,"1994","Cirque du Soleil: A Baroque Odyssey",337,3.18225
"836",836,"1991","Incident at Oglala: The Leonard Peltier Story",32,3.547074
"837",837,"1972","All in the Family: Season 3",480,3.937551
"838",838,"2003","Gang of Roses",178,2.509244
"839",839,"1945","The Thin Man Goes Home",221,4.112583
"840",840,"1941","The Lady Eve",503,3.824098
"841",841,"1994","There Goes My Baby",347,2.952703
