"","year","name","cluster","avgScore"
"595","2001","Monarch of the Glen: Series 2",31,4.167
"596","1999","Alice in Wonderland (TV Version)",184,2.973
"597","1977","The Brady Bunch Variety Hour",48,2.456
"598","1973","Bobby Darin: Mack is Back",270,3.358
"599","1989","Sea of Love",405,3.503
"600","1966","What's Up,Tiger Lily?",367,3.216
"601","1992","The Smiths: The Complete Picture",368,3.323
"602","2000","Tokyo Raiders",406,2.811
"603","1997","Burn Up Excess: Vol. 1: To Serve and Protect",407,3.578
"604","2005","Walt Disney's Timeless Tales: Vol. 2",32,3.316
"605","2000","The Secrets of the Dead Sea Scrolls",138,2.895
"606","1968","Quatermass and the Pit",39,3.344
"607","1994","Speed",408,3.543
"608","1970","The Lickerish Quartet",409,2.418
"609","2002","Jimmy Neutron: Attack of the Twonkies",330,3.761
"610","1999","Offspring: Americana",410,2.534
"611","2004","Spooks & Creeps",75,2.021
"612","1946","Cloak and Dagger",411,3.047
"613","1965","The Dr. Who Collection",138,3.169
"614","1993","Bad Boy Bubby",386,3.071
"615","1999","An Ideal Husband",412,3.496
"616","1983","SCTV Network 90: Vol. 4",74,3.345
"617","2004","UFC: Ultimate Fighting Championship: Ultimate Knockouts 3",413,3.829
"618","1994","Totally F***ed Up",414,2.614
"619","1980","Doctor Who: The Leisure Hive",352,3.864
"620","2003","Hot Wheels: World Race",323,3.565
"621","1997","Armageddon",68,3.935
"622","1991","Talkin' Dirty After Dark",113,2.977
"623","1986","Dario Argento Collection: Vol. 2: Demons 2",121,3.042
"624","2004","My Mother Likes Women",415,3.253
"625","1999","Underground Comedy Movie",416,1.506
"626","1941","They Died with Their Boots On",417,3.659
"627","1971","Beware of a Holy Whore",121,2.959
"628","2003","Rescue Heroes: The Movie",276,3.511
"629","1984","Firestarter",139,3.573
"630","1977","Empire of the Ants",418,2.635
"631","2005","Unleashed",419,3.66
"632","1972","Shaft's Big Score!",359,2.981
"633","1993","Baazigar",223,3.217
"634","1989","Christmas with The Simpsons",261,4.15
"635","1971","The Fassbinder Collection: Pioneer in Ingolstadt",201,2.65
"636","1980","Stir Crazy",420,3.498
"637","2001","National Geographic: Inside American Power: Air Force One",421,3.496
"638","1985","The Last Dragon",149,3.54
"639","2002","Jim Brown: All-American",422,3.089
"640","1992","To Catch a Killer",49,3.144
"641","1968","Charly",292,3.654
"642","1990","Mystery Science Theater 3000: The Hellcats",196,3.721
"643","2002","Buying the Cow",159,3.146
"644","1994","Cheyenne Warrior",142,2.99
"645","2004","Dear Frankie",423,3.942
"646","1987","Matewan",424,3.872
"647","1960","Cinderfella",337,3.438
"648","2003","John Mayall & The Bluesbreakers and Friends: 70th Birthday Concert",161,3.503
"649","1999","Ricky Martin: The Ricky Martin Video Collection",60,3.038
"650","2002","Elvira's Haunted Hills",425,2.676
"651","1997","The Rainbow Fish / Dazzle the Dinosaur",417,2.93
"652","1996","Marvin's Room",426,3.32
"653","2000","American Tragedy",393,2.6
"654","1975","Return of the Chinese Boxer",134,2.56
"655","1965","Green Acres: Season 1",427,3.511
"656","2004","Veronica 2030",147,2.737
"657","1996","Highlander: Season 5",135,4.046
"658","1991","Robin Hood: Prince of Thieves",276,3.633
"659","1972","The Last House on the Left",274,2.751
"660","2000","Saving Grace",106,3.778
"661","2002","Who is Cletis Tout?",395,3.255
"662","1995","Rob Roy",428,3.589
"663","1999","La Femme Nikita: Season 3",159,4.173
"664","1997","Office Killer",429,2.34
"665","1976","Lipstick",430,2.684
"666","2000","The Man Who Came to Dinner",126,3.251
"667","1965","Gilligan's Island: Season 2",431,3.791
"668","2004","Saturday Night Live: The Best of Will Ferrell 2",243,3.873
"669","1986","Real Kung Fu of Shaolin",432,2.397
"670","2002","He Loves Me,He Loves Me Not",433,3.513
"671","1989","The Winter People",59,3.22
"672","1991","He Said,She Said",398,3.073
"673","1999","Fight Club: Bonus Material",34,3.816
"674","1988","Hellbound: Hellraiser II",344,3.383
"675","2004","Rugrats All Grown Up: O' Brother!",24,3.213
"676","1998","Mafia!",328,3.079
"677","2001","In the Mood for Love",434,3.741
"678","1965","Loves of a Blonde",131,3.331
"679","1990","R.E.M.: Pop Screen",288,3.046
"680","2000","Better Than Sex",93,2.961
"681","1986","Police Academy 3: Back in Training",385,3.494
"682","1998","The Mighty",326,3.745
"683","1951","Cavalry Charge",176,2.949
"684","1995","Visitors of the Night",435,2.618
"685","1999","Running Out of Time",436,3.395
"686","2000","Bedazzled",437,3.07
"687","2003","Peter Jennings Reports: The Kennedy Assassination: Beyond Conspiracy",244,3.038
"688","2003","The History Channel Presents: The Alamo",161,3.176
"689","1998","One True Thing",438,3.416
"690","2004","Baby Einstein: Baby Da Vinci",338,3.975
"691","1999","Angel's Dance",412,2.984
"692","1992","The Hand that Rocks the Cradle",439,3.51
"693","1996","The Quest",440,3.056
"694","2000","When Dinosaurs Roamed America",441,3.759
"695","2004","Koma",253,2.842
"696","1996","Last Man Standing",442,3.431
"697","2000","Caillou: Caillou's Treasure Hunt and Other Adventures",169,3.284
"698","1997","Daud",443,2.5
"699","2004","Mahoromatic: Automatic Maiden: Summer Special",444,3.827
"700","1997","Todd McFarlane's Spawn",165,3.613
"701","2002","Nine Lives",445,1.916
"702","1996","For the Moment",151,2.933
"703","2004","Japan: Memoirs of a Secret Empire",210,3.705
"704","1998","A Change of Heart",410,3.025
"705","1989","Major League",262,3.64
"706","1991","Mobsters",446,3.529
"707","2003","The Return",447,3.509
"708","2000","The Perfect Storm",448,3.388
"709","1998","Africans in America: America's Journey Through Slavery",201,3.74
"710","1993","Inspector Morse 9: The Last Enemy",449,4.141
"711","1994","Dolores Claiborne",446,3.614
"712","1998","Homicide: Life on the Street: Season 7",450,4.132
"713","1987","Cause Celebre",292,3.07
"714","1988","Whisper Kill",78,2.173
"715","1950","Film Noir Collection: D.O.A.",348,3.669
"716","1958","The Bravados",132,3.238
"717","2004","Testosterone",220,2.894
"718","2003","44 Minutes",451,3.324
"719","1997","City of Industry",452,2.994
"720","1989","Roger & Me",370,3.844
"721","1994","Royal Deceit",453,2.485
"722","2003","The Wire: Season 1",454,4.095
"723","1991","Curly Sue",455,2.994
"724","1992","Yu Yu Hakusho",456,4.408
"725","2004","Woman Thou Art Loosed",457,3.629
"726","1990","The Haunting of Morella",82,2.144
"727","1959","Carlton-Browne of the F.O.",444,2.705
"728","1977","Abigail's Party",458,2.972
"729","2000","Fast Food,Fast Women",459,2.423
"730","1988","Bagdad Cafe",386,3.839
"731","1997","Mr. Magoo",351,2.546
"732","2005","11:14",460,3.225
"733","1988","Dead Ringers",461,3.406
"734","1992","Indochine",462,3.83
"735","2003","Hillary & Tenzing: Climbing to the Roof of World",463,3.122
"736","2002","The Last Man",464,2.15
"737","2004","Great Pas de Deux",465,3.311
"738","1999","A Slipping Down Life",410,2.771
"739","2001","Treading Water",466,2.727
"740","1988","The House on Carroll Street",467,2.792
"741","1988","Ken Burns' America: The Congress",61,3.397
"742","2002","Sherlock: Case of Evil",468,2.832
"743","1994","Widows' Peak",469,3.199
"744","1998","Hot War",323,2.876
"745","1979","Fantasy Mission Force",470,2.286
"746","2001","Domestic Disturbance",471,3.525
"747","1996","Saber Marionette J",39,3.757
"748","2002","I Can Do Bad All By Myself",104,3.741
"749","1990","Ernest Goes to Jail",472,2.236
"750","2004","The Librarian: Quest for the Spear",473,3.523
"751","1998","Halloween: H2O",249,3.189
"752","1993","Star Trek: The Next Generation: Season 7",201,4.254
"753","1964","Mary Poppins: Bonus Material",295,3.975
"754","1984","The Lonely Guy",307,3.197
"755","1989","Music Box",449,3.5
"756","2000","The Best of MusikLaden: Classic Rock",355,2.558
"757","1984","Sherlock Hound",474,3.13
"758","2004","Mean Girls",401,3.514
"759","2001","Fifteen Minutes",475,3.199
"760","2005","Pooh's Heffalump Movie",476,3.863
"761","2000","O Fantasma",477,2.661
"762","2004","End of the Century: The Story of the Ramones",352,3.982
"763","1972","The Poseidon Adventure",15,3.491
"764","1983","Scarface: 20th Anniversary Edition: Bonus Material",391,3.735
"765","1994","Grief",73,2.519
"766","1959","A Hole in the Head",478,3.057
"767","2001","Edges of the Lord",479,3.249
"768","1995","The Star Maker",468,3.286
"769","1958","The Crawling Eye",448,3.291
"770","1996","A Perfect Candidate",358,3.162
"771","1999","Man in the Iron Mask",480,3.111
"772","1998","Gloria Estefan: Don't Stop!",481,2.662
"773","2001","He Died with a Felafel in His Hand",482,2.911
"774","2003","Foyle's War: Set 2",483,4.25
"775","1999","Man Ray: Prophet of the Avant Garde",196,3.553
"776","1953","Dr. Seuss's The 5,000 Fingers of Dr. T",484,2.973
"777","1944","Sherlock Holmes and the Spider Woman",474,3.786
"778","2003","A Touch of Frost: Seasons 7 & 8",228,3.896
"779","2000","Loving Jezebel",84,2.521
"780","2003","Churchill",292,3.828
"781","2004","Care Bears: Journey to Joke-a-Lot",208,3.581
"782","1998","Soldier of Fortune",243,2.447
"783","2001","For Love or Country",117,3.365
"784","1995","The Outer Limits: The New Series: Aliens Among Us",241,3.529
"785","1981","American Pop",393,3.15
"786","1966","Tokyo Drifter",301,3.377
"787","1972","La Vallee",35,2.481
"788","1994","Clerks",485,3.765
"789","1991","Boyz N the Hood",486,3.794
"790","2000","A Single Girl",412,2.797
"791","2000","Don Henley: Live Inside Job",114,3.535
"792","2004","Unsolved History: Salem Witch Trials",203,2.874
"793","2004","By Brakhage: An Anthology",487,3.485
"794","1992","A Stranger Among Us",488,3.116
"795","1997","Landmarks of Early Film",489,3.133
"796","1976","Rabid",69,2.944
"797","1959","Look Back in Anger",27,3.085
"798","1975","Jaws",490,3.886
"799","2003","Teen Titans: Season 1",175,4.065
"800","1971","Dracula Vs. Frankenstein",185,2.386
"801","2001","We Know Where You Live. Live!",476,2.669
"802","1928","Spies",239,3.343
"803","2001","Soul Assassin",491,2.367
"804","1944","Sherlock Holmes: The Scarlet Claw",13,3.847
"805","1968","Dark Shadows: Vol. 11",327,3.8
"806","1960","Eyes Without a Face",492,3.492
"807","1959","The Mouse That Roared",447,3.584
"808","1998","Dead Man on Campus",314,3.24
"809","2002","Left Behind II: Tribulation Force",83,3.546
"810","1958","The Matchmaker",493,3
"811","1992","The Lawnmower Man",165,2.977
"812","2001","The Saddle Club: Horse Crazy",379,3.24
"813","2000","On Cukor",63,3.27
"814","2000","Ruin Explorers",366,3.393
"815","1959","Tiger Bay",494,3.143
"816","2001","Marlene Dietrich: Her Own Song",495,3.54
"817","1980","My Bodyguard",496,3.547
"818","1976","Logan's Run",315,3.474
"819","1998","The Faculty",379,3.138
"820","2005","Predator Island",209,1.886
"821","1972","Slaughter",497,2.686
"822","2001","Star Trek: Enterprise: Season 1",129,4.073
"823","1988","Sleepaway Camp II: Unhappy Campers",498,3.141
"824","1977","A Piece of the Action",358,3.782
"825","1983","Bill Cosby: Himself",499,4.109
"826","1998","Goosebumps: Cry of the Cat",378,3.129
"827","1994","C'est La Vie,Mon Cheri",485,2.964
"828","1991","Atlantis",500,2.995
"829","1995","Serial Mom",229,3.187
"830","1994","Return to a Better Tomorrow",354,2.856
"831","1987","Mannequin",223,3.201
"832","2003","Tupac: Resurrection",501,3.785
"833","1996","White Squall",78,3.517
"834","1999","Niagara: Miracles,Myths & Magic: IMAX",502,2.73
"835","1994","Cirque du Soleil: A Baroque Odyssey",337,3.171
"836","1991","Incident at Oglala: The Leonard Peltier Story",32,3.549
"837","1972","All in the Family: Season 3",480,3.933
"838","2003","Gang of Roses",178,2.504
"839","1945","The Thin Man Goes Home",221,4.115
"840","1941","The Lady Eve",503,3.823
"841","1994","There Goes My Baby",347,2.96
"842","1942","Reap the Wild Wind",472,3.458
"843","1999","Mansfield Park",262,3.715
"844","2001","La Cienaga",64,2.855
"845","2004","If We Had No Moon",504,3.63
"846","2004","Enduring Love",505,2.685
"847","2001","Shania Twain: The Platinum Collection",506,3.746
"848","1994","La Separation",159,3.046
"849","1990","Mr. & Mrs. Bridge",199,3.266
"850","2002","Stoked: The Rise and Fall of Gator",450,3.423
"851","1990","Back to the Future Part III",507,3.892
"852","1989","Disorganized Crime",122,2.995
"853","1993","Dragonball: The Magic Begins",443,2.828
"854","1984","Wes Craven's Invitation to Hell",508,2.16
"855","2001","Bruiser",407,2.445
"856","2000","Devil in the Flesh 2",509,2.583
"857","1963","The Three Stooges Go Around the World in a Daze",186,3.723
"858","2002","Sports Illustrated Swimsuit Edition: 2002",9,3.218
"859","1982","Creepshow",510,3.46
"860","2001","Crime Partners",511,2.625
"861","2003","Rush: Rush in Rio",455,3.944
"862","2002","Tuck Everlasting",461,3.498
"863","1990","King of New York: Special Edition (Full-screen)",31,3.554
"864","2001","Laughing Out Loud: Vol. 1",512,2.708
"865","2005","Elvis by the Presleys",513,3.772
"866","1975","Starsky & Hutch: Season 1",239,3.38
"867","2003","My Dream Girl",401,2.91
"868","1996","La Promesse",336,3.477
"869","1998","Without Limits: NASA Test Projects",514,3.071
"870","2005","H.G. Wells and the War of the Worlds: A Documentary",32,2.368
"871","1984","The Jewel in the Crown",101,3.988
"872","1954","Seven Samurai",515,4.2
"873","2003","Boys Life 4: Four Play",516,2.745
"874","2004","Elvis Costello & the Imposters: Live in Memphis",517,3.416
"875","1998","Zakhm",518,3.113
"876","2001","Super Gals",239,3.514
"877","1999","A Love Divided",35,3.509
"878","2000","Short: International Release #2",286,2.451
"879","1976","Mikey and Nicky",7,2.886
"880","1994","Sharpe 4: Sharpe's Enemy",519,3.932
"881","1999","Mating Habits of the Earthbound Human",261,3.109
"882","1996","Gloria Estefan: Evolution Tour: Live in Miami",481,2.864
"883","1992","Deep Cover",509,3.565
"884","1991","Cup Final",520,2.851
"885","2003","The Maldonado Miracle",503,3.295
"886","2004","Ray",521,4.186
"887","2005","Monster-in-Law: Bonus Material",119,3.104
"888","2001","Discovering Australia",522,2.63
"889","2004","Reno 911: Season 2",454,4.053
"890","1999","Harsh Realm: The Complete Series",368,3.176
"891","2003","Zakk Wylde's Black Label Society: Boozed,Broozed & Broken-Boned",523,3.678
"892","1965","The Bedford Incident",448,3.573
"893","2003","Blue's Clues: Classic Clues",238,3.854
"894","1999","The Muse",274,2.754
"895","1975","Dersu Uzala",524,3.939
"896","1995","Dangerous Minds",178,3.429
"897","2004","Bride and Prejudice",525,3.277
"898","2000","The Body",375,3.063
"899","2003","Out of Ireland: The Hit Songs and Artists of Irish Music",177,3.5
"900","1994","Eat Drink Man Woman",526,3.932
"901","1950","Diary of a Country Priest",259,3.671
"902","2004","Fascination",527,2.364
"903","2000","Hamlet",66,3.178
"904","2004","Gargoyles",384,2.442
"905","2005","Remedy",45,1.993
"906","1969","Benny Hill: Complete and Unadulterated: The Naughty Early Years: Set 1",528,3.416
"907","1930","Animal Crackers",113,4.016
"908","1981","Sense and Sensibility",529,4.191
"909","1990","Too Young to Die",217,3.024
"910","1940","Santa Fe Trail",21,3.178
"911","1939","Buck Rogers",407,2.959
"912","2002","Angelina Ballerina: Friends Forever",169,3.159
"913","1979","Dead Kennedys: In God We Trust,Inc.",530,3.365
"914","1996","R.E.M.: Road Movie",288,3.058
"915","2001","Haven",249,2.881
"916","1994","Earth 2: The Complete Series",531,3.587
"917","2003","String Cheese Incident: Live at the Fillmore",332,3.541
"918","1964","A Hard Day's Night: Collector's Series",317,3.918
"919","2002","Comedian",22,3.226
"920","1968","Satanis: The Devil's Mass / Sinthia: The Devil's Doll: Double Feature",161,2.473
"921","1952","Don't Bother to Knock",373,3.329
"922","2004","Gojoe: Spirit War Chronicle",43,2.871
"923","2004","Giant Robo",230,3.42
"924","1981","Taxi Zum Klo",155,2.804
"925","1936","Dodsworth",532,3.644
"926","2002","Fear Of A Punk Planet",1,2.204
"927","1991","Danielle Steel's Changes",103,3.454
"928","1997","The Night That Never Happened",126,2.711
"929","2002","Journeys with George",180,3.421
"930","1987","Back to the Beach",507,3.187
"931","1998","Another Day in Paradise",533,3.054
"932","1992","Where Are We?",136,2.296
"933","2005","Backyardigans: It's Great to Be a Ghost",357,4.05
"934","1954","River of No Return",531,3.393
"935","2003","Read Or Die",383,4.248
"936","1990","A Dangerous Man: Lawrence After Arabia",534,3.089
"937","1998","Fallen",535,3.72
"938","2002","Scarecrow",219,1.994
"939","2003","Midsomer Murders: A Tale of Two Hamlets",199,3.888
"940","1997","Hercules",175,3.681
"941","1998","Screw Loose",474,2.169
"942","1994","The Pagemaster",347,3.02
"943","2004","Dave Chappelle: For What It's Worth",177,3.941
"944","1975","Brother,Can You Spare a Dime?",162,2.659
"945","1952","The Duel at Silver Creek",82,3.018
"946","2002","Sex and the Teenage Mind",536,2.464
"947","1965","The Cincinnati Kid",400,3.658
"948","2002","Aap Mujhe Achche Lagne Lage",537,2.748
"949","1997","Henry Fool",538,3.371
"950","1998","Explosive Dance",285,2.556
"951","2001","Richard Rodgers: The Sweetest Sounds",374,3.514
"952","1940","My Favorite Wife",12,3.985
"953","1966","Fahrenheit 451",539,3.413
"954","2003","I Capture the Castle",20,3.326
"955","1997","Rhyme & Reason",454,3.183
"956","1994","Blankman",540,2.575
"957","1966","Lost in Space: Season 2: Vol. 1",64,3.671
"958","2003","World Cup Soccer Highlights: 1966-1974",277,3.62
"959","2002","Jay Jay the Jet Plane: Lessons for All Seasons",179,2.964
"960","1960","The Unforgiven",80,3.475
