"","movie_year","movie_cluster","movie_avgScore"
"39977","2000",503,3.784194
"72641","1955",13,3.248408
"90265","1996",761,3.473448
"20727","2002",738,3.892671
"14258","1999",653,3.359268
"92793","2000",992,2.788745
"57327","1995",290,3.891789
"56778","1995",2,3.337913
"12218","2002",935,3.538392
"49402","2004",285,3.398866
"19987","1990",397,4.284265
"53586","2001",107,3.480235
"5260","2000",675,2.632784
"47145","1991",180,3.737147
"81744","2004",276,3.265995
"28116","2004",706,3.679983
"92079","1991",769,3.628154
"59842","2003",512,3.466466
"52132","1995",178,3.429043
"92372","2003",576,3.371868
"37999","1996",65,2.351058
"24109","2001",553,3.570778
"85141","1934",865,4.01066
"17124","1990",841,3.607223
"77707","2004",521,4.186571
"89579","1987",554,3.799101
"82952","2002",269,2.928537
"48358","2003",135,3.267555
"88510","1990",491,3.649216
"69361","1993",959,2.562032
"87238","2001",627,3.892619
"67589","1990",334,3.309109
"10609","2000",749,4.203065
"83350","2000",503,3.784194
"89009","1996",281,3.390382
"74529","2002",332,3.781585
"36415","2002",285,3.973624
"33703","1987",133,4.299895
"27076","2001",332,4.471985
"37347","1997",812,3.104439
"42911","2003",921,3.104209
"15524","1993",135,4.542491
"5572","1988",730,3.087591
"33412","1975",46,3.853496
"11367","2000",949,4.087545
"75085","1998",300,3.417379
"94275","1997",46,3.310636
"80196","1994",61,3.63936
"26606","2000",491,3.045213
"3717","1999",565,3.313259
"34093","2002",415,3.751165
"40828","2001",148,4.434549
"54883","2000",644,3.408194
"37251","1998",248,3.806712
"1000","2002",674,3.335156
"77720","1985",569,3.501631
"62649","1997",615,3.55724
"63120","1959",697,3.973496
"22456","1987",365,3.485795
"65276","2003",9,3.551792
"97648","2002",246,3.394893
"50804","1996",51,3.804783
"89502","1983",709,3.54889
"27638","2000",80,3.39165
"33184","1939",94,4.013398
"63252","2000",824,3.064527
"58857","1997",220,2.999578
"93391","2000",962,3.540871
"79403","2002",739,3.249682
"87222","1998",420,3.277637
"54663","1996",940,3.059676
"78380","2000",147,3.891397
"35913","2003",55,3.776903
"34865","1989",729,3.816368
"92782","1984",668,3.534638
"71901","2003",375,3.592953
"3485","1991",561,3.70248
"35194","1999",521,3.291348
"12274","1996",836,4.005112
"14912","2002",428,3.673678
"20712","1991",304,3.216015
"40648","2002",183,3.879123
"71613","1999",155,2.56701
"82056","1998",257,3.639784
"10766","1960",123,3.643192
"40994","2000",718,3.392279
"36763","1998",326,3.843409
"26236","2003",67,2.441118
"67897","2003",771,2.994377
"28835","1989",771,3.320542
"29679","2000",328,3.346214
"95827","1973",695,3.456295
"14657","1998",826,4.301103
"76024","1981",336,4.50428
"70444","1998",719,3.092841
"92988","1994",19,4.319417
"60922","1996",426,3.318881
"59214","2002",246,3.394893
"10852","2000",503,3.784194
"86148","2002",257,3.463843
"74714","1999",357,3.375595
"70366","2003",660,4.093842
"81389","1995",199,3.762017
"25275","1991",598,3.482967
"79721","1980",80,4.064318
"68292","2002",537,3.793098
"36733","1984",10,3.537313
"43667","2001",50,3.374692
"65107","2002",220,3.276799
"25615","1985",13,2.880004
"12315","2002",448,3.973433
"67859","1988",671,2.878435
"39861","1994",25,3.219437
"71027","1985",941,3.858601
"15324","2004",95,3.688752
"22991","2003",281,3.946369
"1065","1987",25,3.984677
"94677","1962",686,3.735612
"4187","1983",561,3.520577
"58021","2004",631,3.616261
"60215","1999",841,3.639514
"48519","2002",320,3.525336
"37199","1989",478,3.641888
"45309","2000",409,3.425384
"23341","1966",439,3.754985
"39871","2002",926,3.448287
"51009","2004",825,4.140204
"5853","1988",295,3.116379
"3464","1996",260,3.481494
"63058","2002",370,3.345481
"44555","1983",307,3.686974
"5431","2003",82,3.452174
"56048","1999",511,3.739393
"65314","1916",976,3.281046
"74744","2004",706,3.679983
"71949","1992",424,3.441348
"75380","2002",674,3.335156
"90233","1991",168,2.991508
"90794","1995",66,3.884711
"18456","2004",92,4.190134
"23895","2004",69,3.362131
"56976","1999",624,3.474863
"15552","1992",384,3.623882
"27067","2001",629,3.250885
"70770","2003",720,3.224007
"76603","1963",326,4.084538
"42952","1984",134,3.845524
"3474","2003",72,3.140178
"60413","2002",537,3.793098
"28677","2004",539,3.593411
"49358","1999",232,3.252475
"67266","2001",274,4.342315
"27229","2002",91,3.34538
"14438","2001",625,4.115143
"98850","1999",763,3.051653
"42288","2000",324,4.406146
"99561","1974",968,3.746141
"9476","1998",806,3.534112
"52406","1995",535,3.771849
"36373","1990",393,3.127593
"73039","2001",107,3.480235
"71397","1996",529,3.72429
"82107","2004",844,3.710885
"48339","2003",484,2.724636
"96969","1999",976,3.818831
"47093","2004",832,4.144885
"91678","1972",573,3.907108
"90776","1974",604,4.004545
"1592","1986",617,4.06624
"74676","1994",317,4.59329
"71577","1990",302,3.762907
"444","2002",563,3.554369
"39307","1983",452,3.128834
"89016","2000",315,3.017635
"92168","2003",249,3.73486
"86422","1987",554,3.799101
"42463","2003",686,3.837031
"46129","1993",283,3.004478
"90459","1998",118,2.978185
"46813","1952",579,3.574813
"69118","2003",124,3.742711
"66424","2003",90,3.514566
"72633","1983",391,4.100614
"38088","1999",357,3.765936
"58267","1989",711,3.694913
"46924","1955",80,3.737772
"98484","1976",69,3.893239
"59529","2004",916,3.45707
"33721","2000",814,2.962052
"81231","2000",628,3.783945
"42892","1997",133,3.852399
"69854","2002",999,3.25852
"73037","1998",739,3.523475
"69161","1997",260,3.597048
"54007","2001",618,4.343833
"4575","2002",132,3.509512
"54423","2004",939,3.830207
"71786","1999",887,3.629432
"9703","1995",96,4.352089
"48983","1996",42,3.412418
"1625","1987",34,3.244861
"77595","2002",285,3.973624
"43244","1993",761,3.598541
"62658","2002",408,3.871634
"40189","1998",293,4.093935
"63651","1988",156,3.6953
"27907","2003",70,3.831153
"12435","1999",107,3.628809
"92718","1954",629,3.993519
"54083","1985",185,3.056653
"69937","1960",256,3.706229
"39501","1987",234,3.724023
"69673","2003",69,3.963834
"20507","1992",580,3.813993
"27531","2002",178,3.357929
"69423","1992",135,4.523669
"31291","2002",935,3.538392
"51220","1988",718,3.526558
"22120","1997",277,3.163521
"13584","1958",725,4.052634
"94736","1990",841,3.607223
"48219","1999",68,3.381892
"10301","1998",452,3.526743
"25076","2004",273,3.073907
"53844","2003",779,3.434634
"11864","2003",82,3.169839
"60246","1957",136,3.789925
"82369","1990",166,2.757411
"8233","2002",738,3.892671
"65262","2003",851,3.51149
"85263","1998",291,3.450805
"94490","2003",328,3.861951
"80758","2004",560,3.563391
"70351","2000",411,3.836696
"55864","1999",200,3.603121
"62557","2002",91,3.34538
"30704","1991",390,3.356544
"47328","2004",480,4.010509
"95764","1980",33,3.809128
"52567","1986",339,3.759592
"36670","1999",107,3.628809
"26860","2004",92,4.028754
"43853","2004",5,3.748854
"73585","2004",636,3.363514
"81539","2004",72,3.174024
"9890","2004",342,3.405063
"22614","2000",315,3.017635
"58076","2002",320,3.530735
"14740","1975",267,4.173679
"26311","1975",490,3.886148
"15748","2000",966,3.750829
"38864","2004",846,2.730844
"81247","2003",69,3.963834
"68944","2001",417,3.183512
"22161","1999",52,3.359726
"22115","1971",623,3.734911
"25632","1990",376,2.943845
"97165","2000",147,3.891397
"55692","1990",209,3.904908
"7695","2000",409,3.425384
"6515","1998",795,3.770579
"54727","1996",307,3.438131
"55181","2002",344,3.800375
"67414","2001",330,3.408078
"7683","2000",720,3.813252
"5319","2004",146,3.692771
"24656","1995",386,3.715807
"41727","1993",250,3.64749
"76279","1995",529,3.971477
"2780","2003",753,3.423639
"18817","1998",535,3.720343
"67036","1997",81,3.474518
"5925","1998",615,3.688603
"36280","1999",132,3.70117
"16133","2000",727,3.616613
"25111","1990",397,4.284265
"7427","2000",100,3.475493
"48158","1979",769,3.648646
"3096","1999",464,3.572587
"33432","1999",943,3.48652
"71446","1999",552,2.904122
"59966","1993",562,3.36928
"89169","1997",811,4.164486
"39597","2000",467,3.260046
"35224","2004",143,3.37316
"164","2001",673,3.083337
"65071","2000",409,3.425384
"80510","2002",625,3.486883
"8326","1998",177,3.867061
"10115","2004",423,3.580918
"89476","1997",348,3.147175
"87053","1996",107,3.770553
"3554","2001",247,3.706658
"43720","1972",133,4.504222
"49662","2004",434,3.47072
"93535","2000",546,3.380557
"78291","1979",305,2.916019
"7564","1999",413,4.483676
"16142","2002",373,4.160454
"66921","2003",661,3.136057
"35067","2001",208,3.929502
"10147","1971",259,3.571199
"89367","1996",351,3.414123
"23688","2002",452,4.09633
"54671","1998",376,3.830179
"56873","2002",138,3.078568
"41486","2004",408,3.90588
"34666","1999",280,2.828472
"51189","1984",567,4.004728
"58737","1994",25,3.219437
"78751","2003",281,3.946369
"7957","1972",573,3.907108
"47865","1999",554,3.690123
"37120","2004",503,2.739799
"79202","1995",828,3.788651
"32152","2004",682,4.192399
"37756","1994",135,4.056613
"7932","1983",563,3.770868
"96740","2005",710,3.597737
"75123","2003",632,3.311109
"47388","1996",881,3.136411
"30563","1999",133,3.397656
"20835","1981",471,3.659474
"99955","1997",572,3.940682
"60422","1992",369,2.72841
"17316","2000",961,3.310263
"23445","1998",659,3.935818
"62544","2003",369,2.949338
"57717","2004",113,3.014717
"91611","1990",376,2.943845
"20658","2004",178,3.478505
"86021","2005",262,4.010233
"16397","1993",527,3.82545
"75463","1987",753,3.692693
"67499","1996",51,3.804783
"69823","1968",552,3.513173
"65547","2004",757,3.298825
"11319","1990",397,4.284265
"52287","1999",307,3.798611
"20685","2003",318,3.755254
"46878","1998",308,3.639952
"67166","2002",935,3.538392
"2109","1975",504,3.88397
"35792","1982",217,3.670823
"37116","1989",722,3.473923
"22468","2004",629,3.256971
"19329","1994",285,3.950556
"44438","1976",368,3.830171
"38184","1987",65,3.532533
"62504","2002",537,3.793098
"92125","2000",147,3.848377
"78450","1987",52,4.035021
"48391","1986",170,3.808074
"59483","2003",318,3.755254
"24260","1993",535,3.515572
"92147","2002",537,3.793098
"313","1997",580,3.361835
"22984","1999",132,3.70117
"81706","1983",561,3.520577
"20433","1973",636,3.679059
"62407","2000",82,3.162061
"74127","2000",616,3.475231
"97492","2003",389,3.519844
"31261","2003",787,2.979341
"9643","2004",353,2.797786
"28595","1998",299,4.294902
"58734","2000",766,3.851273
"13922","2004",832,4.144885
"70418","2003",576,3.371868
"88129","2003",443,3.360761
"41733","1998",167,4.232445
"39987","1985",26,4.013747
"72269","1983",466,2.806697
"30474","1996",137,3.474329
"52621","1991",649,3.616059
"54704","2002",801,3.334195
"69332","1959",788,3.778883
"51070","1987",164,3.33154
"60926","1999",910,3.30223
"78862","1987",202,3.226087
"43603","1981",868,3.472011
"83289","1997",377,3.647
"87754","1987",376,3.853505
"332","2003",427,2.364487
"53440","2001",88,3.044677
"54927","1995",821,3.594362
"51513","2004",377,3.373453
"99285","1986",977,3.853428
"98101","1976",897,3.585561
"90126","1984",196,3.345787
"94338","2005",554,3.226142
"39590","2001",148,4.434549
"73420","2003",281,3.946369
"1266","2002",246,3.394893
"37558","1999",521,3.291348
"95880","1996",336,3.665636
"53259","1991",851,3.574464
"48277","1996",594,3.39755
"98882","1983",182,3.718461
"54533","2001",511,3.492418
"37931","1965",240,3.938955
"59371","2002",883,4.482439
"20813","1998",739,3.523475
"57780","2001",148,4.434549
"61845","2000",749,4.203065
"38515","1987",25,3.338812
"22612","1997",811,4.164486
"71514","1988",246,3.566771
"40523","1965",326,4.051303
"96327","2000",740,3.48694
"77655","1992",423,3.93789
"98631","2002",279,3.301417
"10091","2000",222,3.440007
"75769","1988",671,2.878435
"13478","2003",281,3.946369
"69618","1999",438,3.261131
"74567","1996",420,3.952594
"61511","2003",148,4.545413
"10827","2002",258,3.61773
"63077","1993",239,3.389125
"21577","1997",61,3.571383
"82683","2003",308,4.415645
"75771","2002",297,2.971266
"56049","2004",61,3.703057
"96487","1998",68,3.582925
"66657","2003",604,3.686217
"81234","1998",129,3.553692
"84656","1986",820,3.253612
"89877","2002",624,3.257889
"69862","2004",498,3.633877
"11844","2000",131,3.56019
"13968","2003",447,3.536678
"81017","1996",693,3.817215
"91777","2003",17,3.974011
"15570","1979",414,3.98285
"14831","1999",219,3.398985
"17716","1988",101,3.473286
"81828","2004",480,4.010509
"33645","2001",417,3.183512
"98598","1993",88,4.08285
"79941","1995",685,3.776072
"38704","1968",303,3.796502
"66511","1979",769,3.648646
"85998","2004",786,3.680781
"13570","1999",167,4.318937
"19873","1997",285,3.686685
"52302","2004",456,3.728247
"35824","2002",788,3.35914
"53074","1955",54,3.719624
"29293","2002",428,3.673678
"64128","2000",328,2.99653
"39341","1994",703,3.463379
"43374","1983",267,4.001136
"82642","2001",251,3.279928
"38343","1999",88,3.809036
"67460","1997",299,3.3306
"73747","2004",699,3.21616
"55346","1992",269,3.676859
"53582","2000",827,3.692869
"72201","2001",59,3.42814
"85722","1973",990,3.925443
"53534","2004",706,3.679983
"47676","1999",433,3.138535
"27721","1997",967,3.454647
"60401","1991",556,3.319
"53632","1998",64,2.915324
"66600","2004",377,3.373453
"31220","1935",464,3.771181
"4121","1977",297,3.900768
"63865","2002",397,3.280819
"17568","2002",616,3.112348
"75970","2003",956,2.765047
"4174","2003",641,3.587387
"78232","1992",879,3.859525
"52273","2003",418,3.535834
"15667","2003",484,2.724636
"73959","1989",484,4.333289
"74111","1987",534,3.167618
"21972","1997",299,3.3306
"50695","2001",54,2.968054
"74917","2003",55,3.776903
"90500","1998",452,3.526743
"26121","2003",572,3.316761
"23315","2003",17,3.974011
"24125","1983",709,3.54889
"69108","1999",435,3.923283
"48264","1988",718,3.526558
"10784","1999",232,3.252475
"20990","2004",337,3.874524
"31206","1999",521,3.291348
"46543","1998",795,3.770579
"4671","1974",100,4.074342
"46866","2002",290,2.922054
"63695","2001",52,3.61857
"73197","2002",187,4.045155
"93640","2004",895,2.988401
"80277","1988",466,4.125148
"29241","1993",223,3.572745
"11302","2000",806,3.179099
"6569","1998",306,3.719755
"59206","2002",415,3.751165
"786","1956",76,3.528654
"91776","1987",580,3.971653
"10300","1989",214,3.858014
"37621","1988",134,3.384404
"95753","1995",828,3.788651
"64564","2000",437,3.070509
"91861","2001",281,3.250772
"88241","1977",200,4.504505
"65245","2003",357,3.54584
"88441","1972",628,3.22451
"41718","2004",608,3.113141
"13582","1986",740,3.40503
"39208","1996",28,2.790073
"10411","2004",724,3.585474
"44446","2005",603,3.42992
"18886","2004",165,2.993994
"62578","1979",352,3.737129
"61036","2001",50,3.374692
"29608","2004",539,3.593411
"76885","2003",82,3.148368
"98163","2003",121,3.004601
"45117","2002",142,3.4746
"72984","2004",480,4.010509
"96050","2004",92,4.190134
"91062","1967",730,3.7604
"1052","1996",328,3.525801
"48787","2000",749,4.203065
"34811","1961",31,3.04065
"46475","1990",214,3.544312
"91442","1940",902,3.898901
"62231","1988",671,2.878435
"85057","2004",535,3.68231
"25730","1998",575,3.181152
"30164","1939",376,4.131114
"77936","2005",136,3.382694
"86106","2002",258,3.61773
"74189","2001",578,3.190794
"24123","2001",412,3.469627
"81614","2003",480,4.154146
"58519","1989",432,3.906751
"37487","1992",749,4.181926
"5164","1998",754,3.70627
"295","1991",687,3.546093
"83399","1999",132,3.70117
"44017","1955",415,3.57094
"80188","1996",523,3.384764
"92291","2002",462,3.059724
"59692","1995",103,4.135206
"70507","1998",290,3.779899
"63822","1967",282,3.946067
"99745","2000",674,3.236626
"33001","1998",791,3.188143
"47977","1995",713,4.00395
"49022","1996",328,3.525801
"83532","2003",20,3.326935
"45959","1973",149,3.975631
"98497","2003",234,3.545634
"8784","1993",111,4.066515
"14281","1986",291,3.985896
"8240","1998",708,3.505587
"91762","1997",897,3.752749
"3708","2004",400,3.190911
"47297","2004",358,3.442219
"68255","1989",214,3.858014
"3830","2000",259,3.68911
"24520","1967",730,3.7604
"32263","2004",757,3.298825
"69726","2002",36,3.012048
"88673","2003",416,3.584443
"38619","1994",151,4.299842
"28084","2004",499,3.517816
"3906","2004",844,3.710885
"96209","1992",462,3.828803
"36789","1964",246,4.116601
"87341","1984",378,3.839199
"89615","2001",603,3.323728
"89095","2003",29,3.761979
"92151","1981",778,3.727367
"47514","2004",866,2.964812
"56423","2002",415,3.751165
"8794","2001",223,3.568607
"77472","1988",13,3.111458
"41895","2002",258,3.61773
"79235","1986",671,3.412514
"78363","2002",935,3.538392
"69402","1995",254,3.814631
"42407","2001",603,3.323728
"31400","1989",478,3.641888
"80053","1994",85,3.448358
"36902","2002",777,3.78504
"9855","1982",596,3.830012
"36004","2005",537,3.455546
"34274","1966",5,3.64714
"36251","2005",710,3.597737
"41222","1998",964,3.760764
"75565","1989",724,2.756279
"36491","1987",223,3.202158
"9209","2003",13,4.723066
"88646","2000",189,3.503414
"21220","2000",503,3.784194
"50397","2003",454,4.289201
"79076","2002",76,4.005862
"93822","1998",53,3.531605
"50008","1998",346,3.057612
"39570","2000",166,3.230544
"50547","1999",712,3.413191
"51974","2001",362,3.781899
"60458","1996",266,2.882477
"26214","1991",52,4.312076
"30226","1996",824,3.396297
"51749","1996",823,3.555231
"28143","1989",729,3.816368
"36527","2005",714,3.081137
"80695","1989",465,3.230659
"90309","1990",841,3.607223
"76967","2002",42,3.499955
"60011","2000",749,4.203065
"76010","1996",994,3.426261
"82002","1980",376,3.790054
"50357","2002",148,4.460577
"89691","1998",291,3.450805
"66731","2000",87,3.808471
"53729","1999",107,3.628809
"44040","2000",727,3.616613
"73777","1993",52,3.825077
"71550","1996",761,3.473448
"72862","2000",813,3.598369
"63723","1985",301,3.393251
"96007","1990",621,3.660001
